-0.003418,-0.010254,1.0146
-0.0063477,-0.01416,1.0156
-0.0014648,-0.013184,1.0103
-0.003418,-0.015625,1.0225
-0.0078125,-0.014648,1.0156
-0.0083008,-0.0083008,1.0137
-0.0078125,-0.010742,1.02
-0.0063477,-0.010742,1.0146
-0.013184,-0.010742,1.02
0.0092773,-0.016113,1.0205
-0.003418,-0.010254,1.0093
-0.0063477,-0.0087891,1.0161
-0.0053711,-0.011719,1.0137
-0.01709,-0.0073242,1.0195
-0.0053711,-0.0083008,1.019
-0.0068359,-0.013672,1.0112
-0.0058594,-0.012207,1.021
-0.013672,-0.01416,1.0166
0.43604,-0.94922,0.97949
0.28174,-0.027832,1.0879
-0.089844,0.69092,1.1851
0.034668,0.068359,0.86279
-0.15723,-0.012207,1.0767
-0.10742,0,1.1348
0.17139,0.037598,1.0146
0.051758,-0.18506,0.92041
-0.13525,-0.45654,0.93506
0.07666,-0.13232,1.0181
0.092773,-0.083008,1.0923
0.037109,-0.14453,1.0005
-0.10791,-0.16016,0.93457
0.11914,-0.088867,1.019
-0.091797,-0.026367,1.0615
-0.13086,-0.062012,1.0156
0.043457,-0.075195,1.022
-0.019531,-0.26025,1.0098
-0.083984,-0.33594,0.92578
0.20898,-0.22021,0.97852
0.35986,-0.12158,1.1406
-0.1167,-0.52246,0.8291
-0.3252,-0.55371,0.3916
0.29932,0.104,1.4917
-0.060547,0.11328,1.1167
0.01123,-0.18115,0.77344
-0.28418,0.13525,1.2437
0.12207,0.062988,1.4209
0.041016,-0.022949,0.97168
0.10254,-0.076172,0.98926
0.058105,-0.05127,0.98145
0.058594,-0.016113,1.0332
-0.023438,-0.0073242,1.0269
-0.15381,0.012695,1.0244
-0.020508,0.11182,1.001
-0.10107,0.095215,1.0215
-0.0083008,0.0625,1.0132
-0.0068359,-0.30127,1.0083
0.058105,-0.10352,1.0225
0.023438,-0.11328,1.022
-0.044434,-0.067871,1.021
-0.019531,-0.01709,1.0234
-0.074707,0.01709,1.0054
0.25195,0.11572,1.0117
0.19678,0.069824,1.0356
0.072266,0.16309,1.3457
0.015137,0.032715,1.2002
-0.057617,-0.046875,0.7749
-0.076172,-0.19678,0.94531
-0.00097656,-0.24072,0.86328
0.071777,-0.099609,1.0137
0.083496,-0.013672,1.0317
0.080078,-0.11426,0.94141
-0.039551,-0.18457,0.95605
-0.041504,-0.089844,0.97559
0.043945,-0.019043,1.0747
0.022949,0.051758,1.1357
0.017578,0.038086,1.0322
-0.023438,-0.068848,0.99072
0.033203,-0.058105,1.0537
-0.019531,-0.039551,1.001
0.04248,-0.066406,1.0083
0.041992,-0.01123,1.0684
0.046875,-0.037598,1.0298
0.044922,-0.068359,0.99951
0.01123,-0.063477,1.0083
0.047363,-0.038086,1.0225
0.0058594,-0.041504,1.0396
0.039063,-0.00097656,1.0791
0.016113,0.0087891,1.104
-0.0083008,-0.13916,0.92773
0.030273,-0.16748,0.89453
0.18262,-0.10449,0.82666
-0.071777,0.09082,1.166
-0.026367,0.057129,1.0947
0.023438,0.028809,0.91895
-0.07666,-0.024902,1.229
0.049805,-0.15527,0.9707
0.023926,-0.0073242,1.0454
0.04248,-0.066406,0.95703
-0.0053711,-0.048828,1.0308
-0.037109,-0.067871,1.0142
-0.13086,-0.04834,1.1304
0.52637,0.23242,0.91357
-0.07373,-0.091797,1.0972
0.12793,0.021973,1.3267
-3.6865,0.37549,6.291
0.87354,-0.1665,0.41943
0.47266,-0.47412,0.55566
0.3042,-0.38965,0.94434
0.27686,-0.27881,0.94385
0.24219,-0.30078,0.93555
0.28174,-0.24658,0.94629
0.37305,-0.29932,0.88672
0.4248,-0.29492,0.93408
0.091309,-0.28467,0.95508
0.28662,-0.16504,1.0474
0.104,-0.44727,1.0278
0.33203,-0.45947,1.376
0.42676,-0.66504,1.7251
0.63428,-0.055176,1.6079
0.57324,0.16943,1.5137
0.30371,0.45898,0.99854
0.12842,0.99854,0.8252
0.13232,1.0293,0.77832
0.063965,0.95117,0.66455
-0.0078125,0.72217,0.52783
-0.18652,0.6084,0.24561
-0.28516,0.4375,0.17041
-0.31396,0.20215,0.11621
-0.26221,-0.34082,0.27539
-0.16309,-0.69873,0.54395
-0.29346,-0.81152,0.58594
-0.26611,-1.0654,0.55859
-0.24609,-1.2061,0.21436
-0.16992,-2.895,8.8525
-0.3584,0.87793,-0.33594
0.27881,-0.95117,1.0576
0.18066,-0.26465,0.8833
0.062012,-0.49463,0.88281
0.058105,-0.18701,0.66309
0.10352,-0.12402,0.70654
-0.032227,0.090332,1.3105
-0.34668,0.4917,1.2588
-0.20508,0.059082,0.94824
-0.035645,-0.13232,0.73975
0.12793,-0.11035,0.13623
-0.52686,0.76074,0.039063
0.25977,-0.20557,0.24561
0.27979,0.16504,0.22119
-0.38037,0.55811,1.6045
0.013184,0.012207,-0.0014648
0.0083008,-0.0024414,0.023438
0.66895,-0.24072,0.64893
-0.052734,-0.24023,1.7065
0.089355,-0.0097656,1.813
-0.0073242,-0.018066,1.085
-0.039551,0.0092773,1.0581
0.0024414,-0.0058594,1.019
0.003418,-0.013672,1.0273
0.0029297,-0.017578,1.0254
0.0078125,-0.0097656,1.0322
0.0078125,-0.013184,1.0176
0.0083008,-0.0097656,1.0024
0.0083008,-0.0092773,1.0293
0.0048828,-0.014648,1.0322
0.0019531,-0.010742,1.0186
0.0053711,-0.0083008,1.0259
0.01123,-0.010254,1.0083
0.01123,-0.0068359,1.0239
0.0068359,-0.013184,1.0332
0.0058594,-0.013672,1.0161
0.0048828,-0.0058594,1.0278
0.0014648,-0.0097656,1.0225
0.0048828,-0.010254,1.021
0.0053711,-0.0083008,1.0293
0.0083008,-0.01416,1.0176
0.0073242,-0.01416,1.0254
0.0068359,-0.010254,1.0229
0.0053711,-0.010254,1.021
0.0048828,-0.011719,1.0273
0.0043945,-0.0078125,1.0215
0.0043945,-0.0083008,1.0181
0.0039063,-0.012207,1.0273
0.0068359,-0.013672,1.0229
0.0078125,-0.01123,1.021
0.0087891,-0.013184,1.0254
0.0048828,-0.01123,1.0215
0.0068359,-0.0097656,1.0254
0.0053711,-0.0097656,1.0234
0.0043945,-0.01123,1.0181
0.0048828,-0.010254,1.0229
0.0058594,-0.013672,1.0234
0.0058594,-0.012695,1.0273
0.0058594,-0.0092773,1.0249
0.0053711,-0.010254,1.022
0.0043945,-0.01123,1.0244
0.0043945,-0.012695,1.0239
0.0068359,-0.011719,1.0225
0.0063477,-0.0097656,1.0244
0.0039063,-0.010742,1.0249
0.0063477,-0.010742,1.0225
0.0048828,-0.013672,1.0244
0.0048828,-0.014648,1.0239
0.0048828,-0.0087891,1.0234
0.0043945,-0.0087891,1.0234
0.0058594,-0.010254,1.0254
0.0043945,-0.01123,1.0229
0.0053711,-0.010742,1.0225
0.0058594,-0.011719,1.0259
0.0039063,-0.0087891,1.0234
0.0063477,-0.0092773,1.0234
0.0043945,-0.0097656,1.0234
0.0024414,-0.010742,1.0259
0.0063477,-0.011719,1.0273
0.0058594,-0.0087891,1.0244
0.0068359,-0.010254,1.0273
0.0063477,-0.013184,1.0205
0.0043945,-0.0092773,1.0239
0.0058594,-0.011719,1.0244
0.0063477,-0.0083008,1.0259
0.0019531,-0.010742,1.0259
0.0083008,-0.01123,1.0244
0.0063477,-0.012695,1.0244
0.0063477,-0.010254,1.0244
0.0058594,-0.01123,1.0249
0.0048828,-0.012695,1.0244
0.0078125,-0.01123,1.0225
0.0078125,-0.0087891,1.0259
