-0.016602,0.0039063,1.0054
-0.01123,0.0058594,1.0063
-0.010254,0.0068359,1.0063
-0.010254,0.0058594,1.0068
-0.012695,0.0063477,1.0063
-0.016113,0.0029297,1.0083
-0.017578,0.0078125,1.0078
-0.018555,0.010254,1.0049
-0.016602,0.0087891,1.0078
-0.016113,0.0058594,1.0073
-0.011719,0.0078125,1.0093
-0.012695,0.0048828,1.0063
-0.015137,0.0083008,1.0083
-0.018066,0.0087891,1.0088
-0.019043,0.0092773,1.0078
-0.021484,0.0073242,1.0059
-0.018066,0.0058594,1.0049
-0.01123,0.0097656,1.0132
-0.015625,-0.00048828,1.0112
-0.016113,0.0014648,1.0117
-0.01123,0.011719,1.0068
-0.01416,0.0083008,1.0107
-0.017578,0.0048828,1.0127
-0.019043,0.010742,1.0098
-0.014648,0.0073242,1.0083
-0.017578,0.0019531,1.0122
-0.01123,0.0053711,1.0093
-0.014648,0.010742,1.0088
0.026367,0.01416,1.0156
0.12061,-0.02002,1.019
0.072754,0.023438,0.99951
0.072754,-0.02832,1.0229
0.23389,-0.086426,0.96729
0.056641,0.083496,1.0532
-0.16113,0.12988,0.99072
-0.14697,0.089844,0.96045
-0.0063477,-0.053223,1.0576
0.12305,0.23047,0.95752
0.0024414,-0.038086,1.0771
0.026367,-0.0029297,0.95996
-0.058105,0.0014648,1.0679
-0.051758,0.21436,1.0044
-0.17871,-0.099121,1.0356
0.013184,-0.0039063,0.95898
0.059082,-0.0097656,1.0327
-0.018555,0.11768,1.0215
0.016602,-0.031738,1.1265
-0.0058594,-0.018066,1.0283
0.12158,0.17383,0.80029
-0.014648,0.036133,0.94238
0.012207,-0.046387,0.94531
0.10889,0.051758,1.0391
-0.05957,-0.25879,1.2563
-0.083008,0.040039,1.0283
-0.068848,0.0097656,1.0239
-0.050781,-0.0078125,0.90576
0.12842,0.021973,1.0396
0.22754,0.035645,1.0088
-0.0053711,0.0039063,1.0054
-0.032227,-0.037109,1.0259
0.0043945,0.0078125,1.0151
-0.018066,0.0048828,1.022
0.059082,-0.036621,1.0122
0.00048828,0.010742,1.001
0.029785,-0.083496,1.0376
-0.029785,0.051758,1.0088
-0.0083008,0.055664,0.99072
0.010254,0.010254,1.0039
-0.057129,0.059082,1.0674
0.0053711,-0.024902,1.0156
-0.013672,0.01416,1.0156
0.0053711,0.028809,1.0078
-0.003418,0.017578,1.0151
0.015625,0.0092773,1.0103
0.018066,-0.015137,1.0195
0.015625,0.0068359,1.0034
-0.0043945,0.0083008,1.0215
